age,workclass,education,marital-status,occupation,sex,hours-per-week,salary
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,1.0,>50K
90.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,78.88703,>50K
90.0,?,HS-grad,Never-married,?,Male,1.0,<=50K
90.0,Private,7th-8th,Widowed,Priv-house-serv,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,1.0,<=50K
17.0,Local-gov,11th,Married-civ-spouse,Protective-serv,Male,1.0086617,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
64.0,?,7th-8th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.6208287,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
65.0,?,1st-4th,Separated,?,Male,1.0,>50K
17.0,State-gov,Preschool,Never-married,Other-service,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Private,1st-4th,Never-married,Other-service,Female,35.0,<=50K
90.0,Private,5th-6th,Never-married,Other-service,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,40.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
88.57931,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Local-gov,Masters,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
90.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,Handlers-cleaners,Male,99.0,<=50K
17.0,Private,10th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Never-married,?,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,20.0,<=50K
90.0,Private,1st-4th,Separated,Priv-house-serv,Male,1.0,<=50K
90.0,?,7th-8th,Separated,?,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,25.0,<=50K
17.0,Private,10th,Never-married,Other-service,Male,1.0,<=50K
19.0,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,Some-college,Never-married,Sales,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Private,10th,Never-married,Other-service,Male,1.0,<=50K
90.0,Private,1st-4th,Never-married,Other-service,Male,1.0,>50K
17.0,Private,10th,Never-married,Priv-house-serv,Male,10.0,>50K
90.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,35.0,<=50K
17.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,>50K
41.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Doctorate,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Without-pay,11th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,40.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
17.0,Self-emp-not-inc,10th,Never-married,Farming-fishing,Male,76.094925,<=50K
90.0,?,1st-4th,Never-married,?,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,50.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,45.0,>50K
90.0,Private,1st-4th,Separated,Other-service,Male,18.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,Local-gov,Preschool,Separated,Other-service,Female,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,5.391995,<=50K
90.0,Private,HS-grad,Never-married,?,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Female,1.0,<=50K
17.0,Private,11th,Never-married,Sales,Male,15.0,>50K
17.0,Local-gov,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Never-married,Sales,Male,1.0,<=50K
90.0,Private,7th-8th,Never-married,Priv-house-serv,Male,1.0,<=50K
90.0,?,10th,Never-married,Other-service,Male,1.0,<=50K
90.0,Self-emp-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Separated,?,Male,1.0,>50K
90.0,Self-emp-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
70.99553,Self-emp-not-inc,7th-8th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,8.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
44.913254,Self-emp-inc,Prof-school,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Local-gov,Some-college,Never-married,Prof-specialty,Male,80.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Separated,Priv-house-serv,Male,3.44351,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
17.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Private,Preschool,Married-spouse-absent,Priv-house-serv,Male,1.0168189,>50K
17.0,Local-gov,10th,Married-civ-spouse,Protective-serv,Male,99.0,<=50K
90.0,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Private,10th,Never-married,Sales,Female,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,11th,Widowed,Other-service,Female,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,Bachelors,Never-married,?,Male,40.0,<=50K
90.0,Private,1st-4th,Separated,Priv-house-serv,Female,12.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Handlers-cleaners,Male,1.1140606,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,<=50K
90.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,1.0719752,>50K
90.0,?,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,1.0014309,>50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Female,1.0,<=50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,60.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Private,HS-grad,Married-civ-spouse,Sales,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,Private,5th-6th,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,23.803076,>50K
17.0,State-gov,Some-college,Never-married,Protective-serv,Male,1.0,<=50K
18.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0127889,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,15.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
17.0,Self-emp-not-inc,1st-4th,Never-married,Farming-fishing,Male,60.0,<=50K
90.0,Private,7th-8th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Priv-house-serv,Female,1.0021881,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
20.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,?,10th,Never-married,?,Male,1.002567,<=50K
17.0,Self-emp-not-inc,7th-8th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,11th,Never-married,?,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Never-worked,7th-8th,Never-married,?,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,99.0,>50K
17.0,Self-emp-inc,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,?,HS-grad,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Separated,?,Male,79.47714,<=50K
17.0,?,10th,Never-married,?,Male,4.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,1.0,>50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Local-gov,5th-6th,Never-married,Priv-house-serv,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,50.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,73.88103,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,70.0,<=50K
90.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Local-gov,5th-6th,Separated,Other-service,Female,1.2823341,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,7th-8th,Divorced,?,Male,99.0,<=50K
17.0,?,10th,Never-married,?,Male,1.0,>50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,48.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,15.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,2.8769805,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,Private,11th,Never-married,Sales,Male,1.0,>50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,>50K
35.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,25.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0031896,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,?,1st-4th,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
80.96227,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
46.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Private,11th,Never-married,Farming-fishing,Male,3.4619896,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,50.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,10th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,State-gov,Some-college,Never-married,Protective-serv,Male,99.0,<=50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,>50K
17.0,?,11th,Never-married,?,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,1.0,>50K
42.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,60.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Protective-serv,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
54.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,8.39236,<=50K
17.0,?,10th,Never-married,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,65.0,<=50K
90.0,Private,7th-8th,Never-married,Other-service,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,>50K
17.0,?,10th,Never-married,?,Female,1.0,<=50K
90.0,Local-gov,5th-6th,Never-married,Priv-house-serv,Male,50.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Other-service,Male,70.0,<=50K
76.10396,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
77.4485,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,40.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
22.0,?,1st-4th,Never-married,?,Male,98.43818,>50K
90.0,Local-gov,Masters,Married-civ-spouse,Protective-serv,Male,1.3076748,>50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
17.0,Private,11th,Never-married,Priv-house-serv,Female,1.0,<=50K
90.0,Local-gov,Preschool,Married-spouse-absent,Other-service,Male,1.0,>50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,80.0,>50K
17.0,Private,11th,Never-married,Other-service,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,38.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,10.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,7th-8th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Private,7th-8th,Never-married,Priv-house-serv,Female,1.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,Other-service,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
17.0,Self-emp-not-inc,10th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Private,5th-6th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,Private,7th-8th,Never-married,Sales,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
68.654854,Never-worked,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,8.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
